# X	Y
0.000000000000000000e+00	2.000000000000000000e+00
1.000000000000000021e-02	1.999801019848016281e+00
2.000000000000000042e-02	1.999208315074109121e+00
2.999999999999999889e-02	1.998228582128453557e+00
4.000000000000000083e-02	1.996868958484170786e+00
5.000000000000000278e-02	1.995137001331280802e+00
5.999999999999999778e-02	1.993040665108736009e+00
7.000000000000000666e-02	1.990588277979525200e+00
8.000000000000000167e-02	1.987788517358998641e+00
8.999999999999999667e-02	1.984650384610951779e+00
1.000000000000000056e-01	1.981183179029491148e+00
1.100000000000000006e-01	1.977396471227313546e+00
1.199999999999999956e-01	1.973300076052757701e+00
1.300000000000000044e-01	1.968904025158797477e+00
1.400000000000000133e-01	1.964218539347081904e+00
1.499999999999999944e-01	1.959254000809184992e+00
1.600000000000000033e-01	1.954020925385446361e+00
1.700000000000000122e-01	1.948529934959199572e+00
1.799999999999999933e-01	1.942791730100823067e+00
1.900000000000000022e-01	1.936817063071984313e+00
2.000000000000000111e-01	1.930616711295708443e+00
2.099999999999999922e-01	1.924201451392594020e+00
2.200000000000000011e-01	1.917582033877617054e+00
2.300000000000000100e-01	1.910769158605659879e+00
2.399999999999999911e-01	1.903773451047165777e+00
2.500000000000000000e-01	1.896605439468290522e+00
2.600000000000000089e-01	1.889275533082627856e+00
2.700000000000000178e-01	1.881794001234120328e+00
2.800000000000000266e-01	1.874170953663177208e+00
2.899999999999999800e-01	1.866416321900424613e+00
2.999999999999999889e-01	1.858539841824893291e+00
3.099999999999999978e-01	1.850551037415963940e+00
3.200000000000000067e-01	1.842459205721007631e+00
3.300000000000000155e-01	1.834273403053495288e+00
3.400000000000000244e-01	1.826002432429428390e+00
3.500000000000000333e-01	1.817654832243282170e+00
3.599999999999999867e-01	1.809238866178364491e+00
3.699999999999999956e-01	1.800762514340495724e+00
3.800000000000000044e-01	1.792233465598362496e+00
3.900000000000000133e-01	1.783659111108703677e+00
4.000000000000000222e-01	1.775046538999725199e+00
4.100000000000000311e-01	1.766402530181827801e+00
4.199999999999999845e-01	1.757733555250806434e+00
4.299999999999999933e-01	1.749045772445261271e+00
4.400000000000000022e-01	1.740345026616901380e+00
4.500000000000000111e-01	1.731636849169861048e+00
4.600000000000000200e-01	1.722926458922952930e+00
4.700000000000000289e-01	1.714218763847029647e+00
4.799999999999999822e-01	1.705518363628243383e+00
4.899999999999999911e-01	1.696829553006994118e+00
5.000000000000000000e-01	1.688156325841710936e+00
5.100000000000000089e-01	1.679502379846291360e+00
5.200000000000000178e-01	1.670871121950024518e+00
5.300000000000000266e-01	1.662265674229106649e+00
5.400000000000000355e-01	1.653688880359401869e+00
5.500000000000000444e-01	1.645143312540894076e+00
5.600000000000000533e-01	1.636631278845267712e+00
5.700000000000000622e-01	1.628154830939269049e+00
